RegionName,PTR,ROI,COC,RStdDev
53532,17.76155718,0.133420597,0.026171802,38.71275915
13066,17.05662937,-0.036802106,0.030299813,36.19932536
15061,12.10003107,0.085116904,0.089102003,18.25259743
48001,11.53572445,0.266896183,0.102014546,42.45016085
8736,19.18136503,0.105765157,0.015941327,81.28204235
55107,10.6285073,0.203728125,0.127064331,66.49397702
66112,9.496296296,0.295335479,0.13810265,42.54244579
11953,9.196063395,0.072280179,0.184600322,81.28204235
11426,19.31237219,0.169973267,0.014837145,81.28204235
1850,8.927108927,0.23400592,0.192799515,98.07949625
20855,20.03589493,0.022329108,0.008030961,40.40026142
45213,12.85247848,0.179105595,0.080217301,45.381349
46113,10.83333333,0.046517786,0.111235309,36.648403
67220,15.78443878,-0.034620398,0.039124701,7.887872807
14527,12.01382192,0.012766275,0.088742608,35.78363505
7059,23.75383436,0.02007772,-0.018688365,81.28204235
33534,11.32418485,0.232920444,0.112196819,73.6230517
60191,11.85055458,0.068742144,0.106809511,52.30903071
2382,11.51719902,0.162008019,0.123665177,98.07949625
19056,14.62181179,0.006584424,0.06145584,44.04448509
7446,19.10467791,-0.000419626,0.016446655,81.28204235
35180,11.12158341,-0.061801196,0.102526272,24.6559489
46107,7.631578947,0.122973082,0.181113566,36.648403
93301,14.45949883,0.05075379,0.059208955,33.71694653
60026,28.67289356,-0.055488073,-0.042232188,52.30903071
92845,23.26749827,0.184308573,-0.015742552,152.3004131
33403,9.494128275,0.458744661,0.165223349,73.50679662
33413,12.33514002,0.300315199,0.101868054,73.50679662
84014,23.92473118,0.179550048,-0.017891974,69.27530604
85266,45.37689098,0.059807791,-0.088178059,74.87496948
48374,32.27298605,0.063702529,-0.054097793,42.45016085
66219,20.98518519,0.107622775,0.000521498,42.54244579
1730,24.08544909,0.143177379,-0.020877404,98.07949625
8882,8.215107362,0.025945937,0.216871216,81.28204235
19096,32.95954266,0.1360988,-0.058877155,44.04448509
33859,11.00105652,0.066540338,0.112393647,64.55478083
1527,17.86994368,0.108640407,0.025465291,68.91244568
70814,10.27099129,-0.019226644,0.122472701,35.64636398
18964,15.13852243,0.007051923,0.055044029,44.04448509
15209,11.93693694,0.033968941,0.091132811,18.25259743
48301,34.82778252,0.122296879,-0.062645306,42.45016085
85128,8.326812728,0.19297295,0.172132249,74.87496948
74110,2.769863881,-0.204762338,0.35512706,17.97541783
14619,6.629701061,-0.037592231,0.198185615,35.78363505
60526,16.63747811,0.106896418,0.03958553,52.30903071
55442,20.29741863,0.06635141,0.005642931,66.49397702
14301,3.814553991,-0.092151601,0.291877481,43.36647738
15215,18.25877602,0.156427618,0.021062974,18.25259743
